username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
rpjpac;2017-10-18 01:07;0;0;"Heroin /fentanyl, get your facts correct.";;;;"920516651937947648";https://twitter.com/rpjpac/status/920516651937947648
Krabzwastaken;2017-10-18 00:20;0;1;"Get addicted to heroin like a real man";;;;"920504941332090883";https://twitter.com/Krabzwastaken/status/920504941332090883
HeroinPope;2017-10-17 23:58;0;0;"I need my shit or I need the cash to back up what you stole from me, I can easily get it back but I tolerate no disrespect I will go rob you";;;;"920499262152159233";https://twitter.com/HeroinPope/status/920499262152159233
mreid1222;2017-10-17 23:57;0;0;"@realDonaldTrump how do we get traction across the US in this opioid/ heroin /fentanyl crisis...our kids are dying. #MeghansARMY";;@realDonaldTrump;#MeghansARMY;"920499016147832832";https://twitter.com/mreid1222/status/920499016147832832
ayejacks22;2017-10-17 23:54;0;0;"Whys uber facts trying to get everyone to do heroin and coke https:// twitter.com/UberFacts/stat us/919077093744566274 …";;;;"920498302432563200";https://twitter.com/ayejacks22/status/920498302432563200
Olfella56;2017-10-17 23:36;0;1;"W.A. Fines much higher than possession of heroin ! Absolute idiocy at it's fullest. All for giving up smoking the WRONG way (according to Australia's government and some twisted "flat earther's " in public health who more than likely get huge kick backs from Big Pharma companies)";;;;"920493650513051648";https://twitter.com/Olfella56/status/920493650513051648
DKihoetey;2017-10-17 22:50;0;0;"@PhRMA Here's your get out of jail free card What happened with heroin 2010 and fentanyl in 2013? Find the root cause and publish pic.twitter.com/CNGBJ7R4PD";;@PhRMA;;"920482222448238592";https://twitter.com/DKihoetey/status/920482222448238592
yungkiefblock;2017-10-17 22:47;0;1;"No lie I know a girl that cheated on her current dude to smash her ex to get free heroin hahaha u wonder why I got trust issues";;;;"920481553301606406";https://twitter.com/yungkiefblock/status/920481553301606406
kennethhughesmd;2017-10-17 22:32;0;0;"I am addicted to heroin - does this mean I can not get a BBL? https:// realself.com/t/5705421";;;;"920477611431571456";https://twitter.com/kennethhughesmd/status/920477611431571456
SOA_USA;2017-10-17 22:30;0;0;"Well...in my defense I had a heroin task force meeting tonight but now I'm free to Get After It! I was just on a three hour time delay";;;;"920477167343034369";https://twitter.com/SOA_USA/status/920477167343034369
blueskies6123;2017-10-17 22:13;0;0;"Well when the addicted can't get scripts heroin is next stop.";;;;"920472765026664449";https://twitter.com/blueskies6123/status/920472765026664449
ThomasKraly;2017-10-17 22:12;2;3;"Cleveland one of the worst for heroin abuse. Takes 2 weeks min for an addict to get into a detox. Junkies can't wait 1 hour, much less weeks";;;;"920472705526386689";https://twitter.com/ThomasKraly/status/920472705526386689
HerosHeroin;2017-10-17 21:57;0;0;"That’s what you get fancy bitch.";;;;"920468749895000066";https://twitter.com/HerosHeroin/status/920468749895000066
intrepid_heroin;2017-10-17 21:32;0;0;"Even if I never get mine, I hope you get yours @vinnydukevilla pic.twitter.com/6yl6xPUjjz";;@vinnydukevilla;;"920462441527386113";https://twitter.com/intrepid_heroin/status/920462441527386113
intrepid_heroin;2017-10-17 21:23;0;1;"Their season depends on Tatum and Brown playing extremely well. They’ll be well coached, but it’ll get ugly if those threes don’t fall.";;;;"920460228075724801";https://twitter.com/intrepid_heroin/status/920460228075724801
shesova;2017-10-17 21:15;0;0;"So let me get this right St.Louis honors a heroin dealer but turns down a proclamation for the police efforts @LydaKrewson ? SMH https:// twitter.com/STL4Justice/st atus/920323761202704389 …";;@LydaKrewson;;"920458403218149376";https://twitter.com/shesova/status/920458403218149376
MATSHOLDMYLIFE;2017-10-17 21:06;1;4;"Not only that but, the FDA refuses to move it from a schedule I status. Basically, saying it has no medicinal benefits, can not be researched, and is on the same level of heroin . Yet it is legal in Colorado, Washington, etc. How does that get reconciled?";;;;"920456129083297793";https://twitter.com/MATSHOLDMYLIFE/status/920456129083297793
heroesdekelly;2017-10-17 20:48;0;0;"We get our heroin from Mexico....black tar.";;;;"920451585603522560";https://twitter.com/heroesdekelly/status/920451585603522560
socsqueez;2017-10-17 20:32;0;0;"Song refers to a guest at gathering running out of heroin and someone going to pharmacy to get rx opioid, retold in book "Exile on Main St".";;;;"920447486891716608";https://twitter.com/socsqueez/status/920447486891716608
redartifice;2017-10-17 20:26;0;0;"They'll always get a pass from me because I'm a fucking heroin addict when it comes to Crusader Kings";;;;"920445958701268992";https://twitter.com/redartifice/status/920445958701268992
FOUNDERVISION81;2017-10-17 20:19;0;0;"If they don't get prescription drugs which is heroin then they're going to go buy bags of diesel which is cheaper like five bucks a back";;;;"920444165946793984";https://twitter.com/FOUNDERVISION81/status/920444165946793984
_nnandiicole;2017-10-17 20:16;1;2;"*in my America during the 1960s class* Professor: for 1 hit you could get the purest heroin class: Student: 1 dollar!? Must be nice Me: pic.twitter.com/kfSDGr7Ph1";;;;"920443549866278912";https://twitter.com/_nnandiicole/status/920443549866278912
T_Breeezzyy;2017-10-17 20:01;0;0;"“i’ll do whatever you need to help you get off heroin baby, i’m here to help, that money you’re gonna use to buy heroin , buy crack instead”";;;;"920439738288484353";https://twitter.com/T_Breeezzyy/status/920439738288484353
Pugs_4_Trump;2017-10-17 20:01;0;0;"Yes ppl can get addicted but that's true w anything. They're now trying to control Gabapentin bc of heroin addicts.That's not gonna go well";;;;"920439686446886912";https://twitter.com/Pugs_4_Trump/status/920439686446886912
stop_heroin;2017-10-17 20:00;0;0;"Treatment Hotline: 215-857-5151 Get addiction treatment http://www. heroinnews.org/get-treatment Get addiction support... http:// fb.me/6yYgBKay2";;;;"920439464379518977";https://twitter.com/stop_heroin/status/920439464379518977
YdogDoggy;2017-10-17 19:30;0;0;"Yes from heroin and carfentanil. They are damn hard to get prescriptions for.";;;;"920431857434595331";https://twitter.com/YdogDoggy/status/920431857434595331
CookieSaysNo;2017-10-17 19:28;0;0;"Wait now how am I gonna get my heroin and cocaine? Seriously? Thanks allot donaaaallld";;;;"920431472762384384";https://twitter.com/CookieSaysNo/status/920431472762384384
lynnearley;2017-10-17 19:20;0;0;""Although most users still get their first taste from one of several prescription pills, heroin is now the single... http:// fb.me/8SSN0qCyw";;;;"920429301899628544";https://twitter.com/lynnearley/status/920429301899628544
mile_high_gal;2017-10-17 19:07;1;2;"Hey Marsha! Did you thank a farmer by helping their children to get pharmaceutical grade heroin ? You are a horrible person.";;;;"920425973383708673";https://twitter.com/mile_high_gal/status/920425973383708673
Moonbreeze_b;2017-10-17 19:04;0;1;"Get on my ribs, I’ll be your Pure Heroin";;;;"920425414723547136";https://twitter.com/Moonbreeze_b/status/920425414723547136
JGsince73;2017-10-17 19:03;0;0;"Get his Quimbo ass! https:// twitter.com/angela_rye/sta tus/920068046114492416 …";;;;"920425142580281345";https://twitter.com/JGsince73/status/920425142580281345
bammbammpebbles;2017-10-17 18:52;0;0;"1 ) Yep ~ many turned to heroin or synthetic kinds of heroin because they couldn't get opium-extract OxyContin without prescription";;;;"920422346711691264";https://twitter.com/bammbammpebbles/status/920422346711691264
jerrymullins65;2017-10-17 18:50;0;0;"Stopped #Liberalism idealiogy Want to blame someone for others actions and how many of the 33k are from #heroin its easier to get than pills";;;#Liberalism #heroin;"920421858591330304";https://twitter.com/jerrymullins65/status/920421858591330304
tcgohawks;2017-10-17 18:49;0;0;"getting off heroin is one of the worst come downs I've been told. Its terrible and I wish the solution was easy as it is to get addicted.";;;;"920421519326568450";https://twitter.com/tcgohawks/status/920421519326568450
HaruhiSuzumiyaR;2017-10-17 18:45;0;1;"Tbh, kinda ruins the purpose of having coffee which is to wake up. Nobody using lean to get up in the morning. lol";;;;"920420617844875264";https://twitter.com/HaruhiSuzumiyaR/status/920420617844875264
JasonMattera;2017-10-17 18:34;6;9;"Wow. This witch is outspoken about her activism. Well, Seattle, you get what you vote for: get ready to step over heroin needles. https:// twitter.com/toddeherman/st atus/920414404880998401 …";;;;"920417798425382912";https://twitter.com/JasonMattera/status/920417798425382912
Harlem_Heroine;2017-10-17 18:30;0;1;"@NateBoyer37 I salute you for understanding WHY? he kneeled. This country needs healing, but with this president it will get worse for us.";;@NateBoyer37;;"920416632769515522";https://twitter.com/Harlem_Heroine/status/920416632769515522
slowtownhealy;2017-10-17 18:27;0;1;"else that knows a lot about it get it for you. You don’t want people to screw you over. I’ve heard of people mixing Heroin with it";;;;"920416099195334656";https://twitter.com/slowtownhealy/status/920416099195334656
UrLadyHeroin;2017-10-17 18:26;0;0;"You never get used to clients embellishing stories to make themselves look better. When you lie, you waste my time.";;;;"920415819535933440";https://twitter.com/UrLadyHeroin/status/920415819535933440
Shambamadam21;2017-10-17 18:04;0;0;"Thank you so much, neither party cares and it is going to get worse, pills GONE now, heroin is king and we are trash to THEM. #Godhelpus";;;#Godhelpus;"920410285164384258";https://twitter.com/Shambamadam21/status/920410285164384258
stop_heroin;2017-10-17 18:01;0;0;"Why can’t people just stop using heroin ? Please SHARE, LIKE and COMMENT Treatment Hotline: 215-857-5151 Get ... http:// fb.me/1qMLuwgls";;;;"920409395137339394";https://twitter.com/stop_heroin/status/920409395137339394
CathyNolley;2017-10-17 17:41;0;0;"get with people chronic pain and figure it out we're not the one sitting here eating pills NO IT'S HEROIN AND METH KILLER PPL NOW WE SUFFER";;;;"920404301821988864";https://twitter.com/CathyNolley/status/920404301821988864
gabrielamadej;2017-10-17 17:38;1;8;"hey @pfizer flex your corrupt lobbying powers and get the government to legalize over-the-counter heroin please pic.twitter.com/bzDB5YZIei";;@pfizer;;"920403688128118786";https://twitter.com/gabrielamadej/status/920403688128118786
Jamo0404;2017-10-17 17:37;0;1;"This isn’t going to be a problem of get rid of the pills issue is gone. Cartels have more customers for heroin if addiction isn’t treated";;;;"920403530233667585";https://twitter.com/Jamo0404/status/920403530233667585
PanamaBch;2017-10-17 17:35;0;0;"I am so thankful we have POTUS to declare war on drugs. Opioids, heroin , meth dealers get life in prison. Pot dealers 10 years.";;;;"920402862437527552";https://twitter.com/PanamaBch/status/920402862437527552
Heroinskate;2017-10-17 17:32;0;2;"I made some "life is good" 5 panel caps. They're all sold now except for one navy one. Get to it if you want one. It's on my Etsy store pic.twitter.com/2WIdFE2q7a";;;;"920402156561117184";https://twitter.com/Heroinskate/status/920402156561117184
terrimore1;2017-10-17 17:30;0;1;"They will turn to heroin then!! Easier & cheaper to get . That WONT help.";;;;"920401538685816833";https://twitter.com/terrimore1/status/920401538685816833
insectsentience;2017-10-17 17:28;1;43;"Get back to me when she’s strung out on heroin";;;;"920401104617160704";https://twitter.com/insectsentience/status/920401104617160704
todrkoen;2017-10-17 17:17;1;1;"True theydont. Look at Seatle. They are allowing people to get high with heroin";;;;"920398265111035904";https://twitter.com/todrkoen/status/920398265111035904
patiencesosweet;2017-10-17 16:57;0;0;"Damn, it's THAT bad? Let me get on google...";;;;"920393416206413825";https://twitter.com/patiencesosweet/status/920393416206413825
intrepid_heroin;2017-10-17 16:51;0;0;"I don’t even want to know if it’s enough to make her think “I hate men” was a reasonable tattoo to get . https:// twitter.com/patiencesoswee t/status/920389171184889857 …";;;;"920391854931156997";https://twitter.com/intrepid_heroin/status/920391854931156997
StayFabulous98;2017-10-17 16:35;0;1;"Where to get heroin , asking for a friend";;;;"920387873853067266";https://twitter.com/StayFabulous98/status/920387873853067266
daveholland1964;2017-10-17 16:32;0;0;"Legalize heroin , get out of the hypocrisy Afganistan, give half the CIA unemployment or ALL OF THE ABOVE, then your the man!";;;;"920387124620177408";https://twitter.com/daveholland1964/status/920387124620177408
JimGiammatteo;2017-10-17 16:31;0;0;"Addiction to heroin or opioids? Don't let it beat you. Get help! http:// dld.bz/gfYfs Into Action Recovery Centers can help you. pic.twitter.com/EqRbJGl6Lj";;;;"920386780905566208";https://twitter.com/JimGiammatteo/status/920386780905566208
iarrehab;2017-10-17 16:31;0;0;"Addiction to heroin or opioids? Don't let it beat you. Get help! http:// dld.bz/gfYfs Into Action Recovery Centers can help you. pic.twitter.com/zMxo7iRehX";;;;"920386774777638912";https://twitter.com/iarrehab/status/920386774777638912
bettyblack176;2017-10-17 16:13;0;0;"Get High -N- Get Naked: Heroin dealers used drug money to treat their kids... http:// generalstrikeusa.blogspot.com/2017/07/heroin -dealers-used-drug-money-to-treat.html?spref=tw …";;;;"920382166852186112";https://twitter.com/bettyblack176/status/920382166852186112
kamorej;2017-10-17 16:05;0;0;"I hope you still get those three siikeeee";;;;"920380202051620866";https://twitter.com/kamorej/status/920380202051620866
bettyblack176;2017-10-17 16:04;0;0;"Get High -N- Get Naked: China White: Fentanyl or Heroin http:// generalstrikeusa.blogspot.com/2017/09/china- white-fentanyl-or-heroin.html?spref=tw …";;;;"920379899122147328";https://twitter.com/bettyblack176/status/920379899122147328
sarahesoltan;2017-10-17 16:01;0;0;"i can't get enoughhhh";;;;"920379201450070017";https://twitter.com/sarahesoltan/status/920379201450070017
stop_heroin;2017-10-17 16:00;0;0;"Treatment Hotline: 215-857-5151 Get addiction treatment http://www. heroinnews.org/get-treatment Get addiction support... http:// fb.me/Dv0caNDs";;;;"920379084202545157";https://twitter.com/stop_heroin/status/920379084202545157
PraticBarcelona;2017-10-17 15:33;0;0;"Would you do crystal meth or heroin ? No matter how poor you get ?";;;;"920372089353203712";https://twitter.com/PraticBarcelona/status/920372089353203712
UGAManJohn;2017-10-17 15:30;0;0;"Langford: "You can get heroin in almost 10 to 15 minutes in any city in America, and most of it comes from 1 little town in Mexico." #SOPH";;;#SOPH;"920371390188015616";https://twitter.com/UGAManJohn/status/920371390188015616
JoeLKeeley;2017-10-17 15:16;0;1;"Tbf it does start off slow. Swear down mate get to series 5 and you’ll crave that next episode like heroin";;;;"920367980453744640";https://twitter.com/JoeLKeeley/status/920367980453744640
Condesenshun;2017-10-17 15:12;1;1;"the u,s, healthcare system has evolved into drug dealing, which is far more profitable. pfizer is here to help you get heroin legally https:// twitter.com/thehill/status /920361040759742465 …";;;;"920366803850706945";https://twitter.com/Condesenshun/status/920366803850706945
CrispAnonymity;2017-10-17 14:48;0;1;"while the government watches more white dudes get hooked on heroin they push for harsher sentences for drug offenses (mostly black dudes)";;;;"920360866993852416";https://twitter.com/CrispAnonymity/status/920360866993852416
daveholland1964;2017-10-17 14:39;0;0;"Legalize heroin or get out of afghanistan, you make cops look at themselves and wonder why thy swore to enforce laws!";;;;"920358749256192000";https://twitter.com/daveholland1964/status/920358749256192000
stop_heroin;2017-10-17 14:22;0;0;"What are the signs and symptoms of heroin use? Please SHARE! Treatment Hotline: 215-857-5151 Get addiction... http:// fb.me/zc3ZKVlZ";;;;"920354328589864960";https://twitter.com/stop_heroin/status/920354328589864960
nuclearroses;2017-10-17 14:10;0;1;"get free love when the world was at war we kept dancing heroin cherry https:// twitter.com/doyathang/stat us/919726042578915329 …";;;;"920351287362949121";https://twitter.com/nuclearroses/status/920351287362949121
AnasPerfectGirl;2017-10-17 14:08;0;1;"If you make jokes about heroin fuck you. Get your jokes from something that doesn't take mothers away from their 10 and 6 yr old daughters";;;;"920350709350060034";https://twitter.com/AnasPerfectGirl/status/920350709350060034
0nlinepreschool;2017-10-17 13:45;0;9;"Most heroin addicts get addicted from either getting hurt and having to go on serious pain meds then becoming inherently addicted or";;;;"920345155252707328";https://twitter.com/0nlinepreschool/status/920345155252707328
XXXTCPorno;2017-10-17 13:39;0;0;"Get High -N- Get Naked: Heroin dealers used drug money to treat their kids... http:// generalstrikeusa.blogspot.com/2017/07/heroin -dealers-used-drug-money-to-treat.html?spref=tw …";;;;"920343487467229184";https://twitter.com/XXXTCPorno/status/920343487467229184
1SickMick;2017-10-17 13:36;0;0;"Talk about how the alt-right is looking for solutions into the heroin epidemic also. Let’s get to work.";;;;"920342705888165889";https://twitter.com/1SickMick/status/920342705888165889
grimjester0;2017-10-17 13:34;0;0;"You're back in the pharmaceutical companies that allow opioids to run rapid on our streets that allows kids to get addicted to heroin";;;;"920342184892567552";https://twitter.com/grimjester0/status/920342184892567552
XXXTCPorno;2017-10-17 13:23;0;0;"Get High -N- Get Naked: China White: Fentanyl or Heroin http:// generalstrikeusa.blogspot.com/2017/09/china- white-fentanyl-or-heroin.html?spref=tw …";;;;"920339516094738432";https://twitter.com/XXXTCPorno/status/920339516094738432
stop_heroin;2017-10-17 13:20;0;0;"What is Nutridone and does it work? Please SHARE! Treatment Hotline: 215-857-5151 Get addiction treatment... http:// fb.me/7VCqzFLFH";;;;"920338836546379779";https://twitter.com/stop_heroin/status/920338836546379779
TheoYoureCool;2017-10-17 13:11;0;0;"join us three in vegas where we will get down to some heroin";;;;"920336412528054273";https://twitter.com/TheoYoureCool/status/920336412528054273
Occupy007;2017-10-17 13:09;0;0;"There should be a documentary on real victims, including parents of victims. Ask why when a cop gets caught selling marijuana or heroin , no other cop in the same department or shift or partner get accused? #bluecodeofsilence ? #Fresno , Keith Foster & #SanJose , Son VU for example.";;;#bluecodeofsilence #Fresno #SanJose;"920336043957612545";https://twitter.com/Occupy007/status/920336043957612545
sooner930;2017-10-17 13:01;0;1;"I get the point here but I live in a state where toddlers are overdosing on heroin so I'm gonna go ahead & say we shouldn't be this cynical. https:// twitter.com/radiofreetom/s tatus/920301971852136448 …";;;;"920334076556578816";https://twitter.com/sooner930/status/920334076556578816
njevancik;2017-10-17 13:00;0;0;"As many heroin addicts report, they no longer take heroin to get high but to avoid withdrawal..once they are addicted they rarely get high..";;;;"920333702470819842";https://twitter.com/njevancik/status/920333702470819842
GeneralStrikeUS;2017-10-17 12:43;0;0;"Get High -N- Get Naked: Heroin dealers used drug money to treat their kids... http:// generalstrikeusa.blogspot.com/2017/07/heroin -dealers-used-drug-money-to-treat.html?spref=tw …";;;;"920329556011106304";https://twitter.com/GeneralStrikeUS/status/920329556011106304
Lewisbaker1603;2017-10-17 12:40;3;2;"If you get your hair cut at a Turkish barbers, you're probably using a front to wash heroin money. Just saying";;;;"920328773115043842";https://twitter.com/Lewisbaker1603/status/920328773115043842
rockngoddess;2017-10-17 12:28;0;0;"So i saw the Heroin Epidemic is Down in Colorado due to Weed being Legal The rest of the Country needs to get on board!!!! pic.twitter.com/nPH5Y8deQp";;;;"920325590464520192";https://twitter.com/rockngoddess/status/920325590464520192
GeneralStrikeUS;2017-10-17 12:21;0;0;"Get High -N- Get Naked: China White: Fentanyl or Heroin http:// generalstrikeusa.blogspot.com/2017/09/china- white-fentanyl-or-heroin.html?spref=tw …";;;;"920323892387778560";https://twitter.com/GeneralStrikeUS/status/920323892387778560
SteegVan;2017-10-17 12:14;1;0;"https:// a.msn.com/r/2/AAtDMDO?m= en-us&ocid=News … These scumbags arranged 2 get as much heroin in this country as possible, then cover it up & law enforcement out";;;;"920322070839427075";https://twitter.com/SteegVan/status/920322070839427075
Balinteractive;2017-10-17 12:12;1;6;"Statins, anti-depressants, anti-inflammatories, heroin substitutes - what a mess we're in. Drug Co.s get rich, people get more ill.";;;;"920321674452627457";https://twitter.com/Balinteractive/status/920321674452627457
JodyShenn;2017-10-17 12:09;0;0;"And not just among drivers. I would imagine someone walking around high on heroin or pills is more likely to get hit by a car, for instance.";;;;"920320901673037827";https://twitter.com/JodyShenn/status/920320901673037827
MMvanbrit;2017-10-17 12:03;0;0;"Maybe just maybe they will be forced to get on it!! Perhaps real help for real pain!!! Not unfortunate deaths of heroin addicts but CPPs !!";;;;"920319306742816769";https://twitter.com/MMvanbrit/status/920319306742816769
BulbaBrady;2017-10-17 11:42;0;0;"I feel like people don’t truly get the concept of what drugs will do to them. Especially a drug like heroin . You die or live half dead. So why be dumb enough to do it.";;;;"920314049526628352";https://twitter.com/BulbaBrady/status/920314049526628352
scoular97;2017-10-17 11:36;0;2;"Halloween costumes look class before u get them home n try them on, standing here looking like the hulk on heroin";;;;"920312454890090496";https://twitter.com/scoular97/status/920312454890090496
heroin550;2017-10-17 11:30;0;0;"絶対逃がすな！「ラグハラ」可愛い★５キャラ"ガイア"を予約者限定ガチャで GET ！総回転数44426回！！ #ラグハラ #事前予約先行ガチャ #予約トップ10 https:// cards.twitter.com/cards/18ce53uw hgz/4w95j …";;;# # #;"920311149236600832";https://twitter.com/heroin550/status/920311149236600832
glenjames94;2017-10-17 11:30;1;35;"Seriously hoping the smackheads who have robbed out me van get dealt a dodgey batch of heroin which kills them and anyone else involved";;;;"920311134128918528";https://twitter.com/glenjames94/status/920311134128918528
thepericulus;2017-10-17 11:30;0;2;"For example if I had a weed dealer and I wanted heroin I’d ask him where to get it vs if I bought from a store I can’t ask the store";;;;"920311036124602370";https://twitter.com/thepericulus/status/920311036124602370
heroin550;2017-10-17 11:30;0;0;"期間限定！「ラグハラ」超レア★4キャラ"ガンダルフ"を予約者限定ガチャで GET ！総回転数44407回！！ #ラグハラ #事前予約先行ガチャ #予約トップ10 https:// cards.twitter.com/cards/18ce53uw hgz/4w95j …";;;# # #;"920311000544329729";https://twitter.com/heroin550/status/920311000544329729
leppy519;2017-10-17 11:30;0;0;"How Congress helped get America hooked on opioids http:// nydn.us/2ym8UkH Louis as usual libs never mention open borders and heroin crisis";;;;"920310958270107649";https://twitter.com/leppy519/status/920310958270107649
BASED2THAGRAVE;2017-10-17 10:57;0;0;"And I'm not even a junkie Bruh I did heroin like 5 times total in the last month and some y'all can't even control ur usage. I deserve to get high. U just a junkie. I don't even use two days in a row cuz I know it's habit forming. I'm on my shit mf'r.";;;;"920302693289041920";https://twitter.com/BASED2THAGRAVE/status/920302693289041920
arucinluv;2017-10-17 10:53;0;0;"a sequência heroin - change - get free inteirinha tem o total de 0 defeitos";;;;"920301702636589056";https://twitter.com/arucinluv/status/920301702636589056
bhrisxo;2017-10-17 10:43;0;8;"My therapist told me to do something that scares me at least once a day to get over an irrational fear so today im doing heroin";;;;"920299216701935617";https://twitter.com/bhrisxo/status/920299216701935617
Masque_R_ade2;2017-10-17 10:30;0;0;"@Sen_JoeManchin Pain pts R suffering & no1 cares. We can't get our meds; many R turning to heroin or suicide. Why doesn't Congress care???";;@Sen_JoeManchin;;"920296065882083334";https://twitter.com/Masque_R_ade2/status/920296065882083334
KteePalm;2017-10-17 10:26;0;0;"Theirs more people dying from street heroin & meth then anything besides alcohol. When people get out or prison they go right back to it.";;;;"920294935261093889";https://twitter.com/KteePalm/status/920294935261093889
Flaree93;2017-10-17 10:25;0;0;"I’m trying get off heroin ....I mean Instagram! I’m soooooo close to breaking sobriety";;;;"920294711767814145";https://twitter.com/Flaree93/status/920294711767814145
SetofKs;2017-10-17 10:10;0;0;"going to lunch. with the plaza boss. going to try and convince him to get puerto vallarta hooked on heroin";;;;"920291011061882880";https://twitter.com/SetofKs/status/920291011061882880
Addaction_Warks;2017-10-17 10:06;0;0;"Heavy #crack users may take #heroin to try to dull their cravings, so they may get hooked on #heroin";;;#crack #heroin #heroin;"920290038776238081";https://twitter.com/Addaction_Warks/status/920290038776238081
DeanMur67092809;2017-10-17 10:04;0;0;"Because of the hype it will only get worse for people with pain issues and create more heroin addicts.";;;;"920289479725895680";https://twitter.com/DeanMur67092809/status/920289479725895680
monica79712;2017-10-17 10:01;0;0;"Vermont man get 9.5 years for heroin case https://www. facebook.com/13829925317200 30_1690757274276886 … https:// facebook.com/13829925317200 30 … BALLSTON SPA — A Vermont man who was arrested w…";;;;"920288565849882624";https://twitter.com/monica79712/status/920288565849882624
PulpNews;2017-10-17 10:00;0;1;"#Vermont man get 9.5 years for #heroin #case - Oct 17 @10:00 AM ET http:// oddcrimes.com/static/2017/10 /17/Vermont-man-get-95-years-for-heroin-case.php …";;@10;#Vermont #heroin #case;"920288500708184064";https://twitter.com/PulpNews/status/920288500708184064
mik661;2017-10-17 09:57;0;0;"Heres why people get hooked on pills then move to heroin .... http:// fb.me/G8ZoMDzF";;;;"920287730713669633";https://twitter.com/mik661/status/920287730713669633
ScottDa11666529;2017-10-17 09:51;0;0;"#Heroin distribution/possession/use being a Federal felony, might be good to get the @TheJusticeDept and @DEAHQ involved in this fight!";;@TheJusticeDept @DEAHQ;#Heroin;"920286079986446336";https://twitter.com/ScottDa11666529/status/920286079986446336
Mogan_S1;2017-10-17 09:48;0;0;"Get the heroin , opioid, and flakka under control. Big prison time for distribution.";;;;"920285391462297600";https://twitter.com/Mogan_S1/status/920285391462297600
SANDy_cheekks;2017-10-17 09:34;0;2;"I remember pat yahner messaged me to tell me how happy he was to only get community service after being caught w heroin in philly";;;;"920281852790935552";https://twitter.com/SANDy_cheekks/status/920281852790935552
theofficehumor_;2017-10-17 09:33;0;0;"the heroin is in the arm and they will do anything and everything possible to get more";;;;"920281493540392960";https://twitter.com/theofficehumor_/status/920281493540392960
TheRaleighHouse;2017-10-17 09:20;0;0;"Life has so much more to offer than any drug. Discover the dangers of snorting heroin , as well as how to get your... http:// fb.me/9fdpxMZkc";;;;"920278230271217666";https://twitter.com/TheRaleighHouse/status/920278230271217666
greecenywatch;2017-10-17 09:18;0;5;"You can OD on heroin . Usurp 1st responder & ER services, get brought back to life & just walk. But smoke weed in your yard & you're charged.";;;;"920277954806108161";https://twitter.com/greecenywatch/status/920277954806108161
sophiesmom1018;2017-10-17 08:45;0;0;"Much more dying by trying to find a drug to kill chronic pain that they used to use opioids, heroin , fenatyl, can't even get low dose.";;;;"920269661622677506";https://twitter.com/sophiesmom1018/status/920269661622677506
JodyShenn;2017-10-17 08:41;0;0;"I would imagine someone walking around high on heroin or pills would be more likely to get hit by a car, for instance.";;;;"920268626493689856";https://twitter.com/JodyShenn/status/920268626493689856
PS_CrimeCourts;2017-10-17 08:07;0;0;"Vermont man get 9.5 years for heroin case http:// dlvr.it/Pw6cS3 pic.twitter.com/qbr4L3kztF";;;;"920259878915997697";https://twitter.com/PS_CrimeCourts/status/920259878915997697
Carma_2012;2017-10-17 08:05;0;0;"At my niece's high school, you get the same punishment if you are found with advil as you do of found with heroin . Cops just aren't called.";;;;"920259505472057345";https://twitter.com/Carma_2012/status/920259505472057345
Swatkowski;2017-10-17 07:48;0;0;"DuPage County to get more federal help to fight heroin http://www. dailyherald.com/news/20171011/ dupage-county-to-get-more-federal-help-to-fight-heroin …";;;;"920255252510773251";https://twitter.com/Swatkowski/status/920255252510773251
ahhwhatishappen;2017-10-17 07:41;0;1;"I wanna go to a party and get wankered and accidentally take heroin and wake up with no memory in a police cell after killing someone";;;;"920253353992613888";https://twitter.com/ahhwhatishappen/status/920253353992613888
Carma_2012;2017-10-17 07:34;0;1;"Illegally, off the street. This war isn't going to do squat to stop people buying heroin which is cheap and easy to get .";;;;"920251738900361216";https://twitter.com/Carma_2012/status/920251738900361216
PoeticHeroin;2017-10-17 07:15;0;0;"I can't get into the groove anymore";;;;"920246954357075968";https://twitter.com/PoeticHeroin/status/920246954357075968
PoeticHeroin;2017-10-17 07:15;0;2;"Can we get into the fierceness of my eyebrows in my profile pic tho?";;;;"920246856457867265";https://twitter.com/PoeticHeroin/status/920246856457867265
DeannaChristia9;2017-10-17 06:55;1;0;"Diabetics can't get their insulin, but this leftist judge thinks you should pay for heroin . Remember her name. https:// twitter.com/Q13FOX/status/ 920101995502977025 …";;;;"920241905920864256";https://twitter.com/DeannaChristia9/status/920241905920864256
JustJosh87;2017-10-17 06:14;0;4;"When you can’t get your air con fixed at work because there’s a guy on the roof living in a tent shooting up heroin . Banter.";;;;"920231606371143680";https://twitter.com/JustJosh87/status/920231606371143680
AddictOfHeroin;2017-10-17 05:36;0;0;"Hey @dickmasterson where's the fucking episode? I need to get my dick on before 12";;@dickmasterson;;"920222010445369344";https://twitter.com/AddictOfHeroin/status/920222010445369344
Heroin;2017-10-17 04:54;0;4;"I’m so addicted to her I get withdrawals";;;;"920211500622417920";https://twitter.com/Heroin/status/920211500622417920
intrepid_heroin;2017-10-17 03:01;0;4;"Black men are so fine, I get mystified sometimes. It just makes no kind of sense.";;;;"920183072460378113";https://twitter.com/intrepid_heroin/status/920183072460378113
